user_id,age,gender,weight_kg,height_cm,goal,activity_level,join_date
U006132,60,female,103.1,166.0,maintenance,moderate,2022-07-26
U006133,36,male,71.8,157.0,weight_loss,light,2023-03-03
U006134,25,male,70.9,,weight_loss,moderate,2022-12-16
U006135,25,female,71.9,,weight_loss,moderate,2022-09-15
U006136,59,female,81.1,189.0,weight_loss,light,2022-08-10
U006137,43,female,55.9,187.0,weight_loss,moderate,2023-04-03
U006138,43,male,55.6,156.0,maintenance,sedentary,2023-02-12
U006139,40,male,95.5,191.0,weight_loss,light,2022-09-07
U006140,60,female,99.5,178.0,weight_loss,moderate,2023-08-04
U006141,30,female,66.2,173.0,maintenance,moderate,2023-04-03
U006142,45,male,87.7,179.0,muscle_gain,moderate,2023-07-02
U006143,26,female,66.9,159.0,weight_loss,moderate,2023-10-23
U006144,37,male,95.4,164.0,weight_loss,light,2023-05-14
U006145,36,female,78.1,183.0,muscle_gain,light,2022-08-27
U006146,56,male,100.3,162.0,weight_loss,light,2022-09-21
U006147,29,female,107.2,172.0,muscle_gain,light,2022-12-02
U006148,32,male,85.5,194.0,weight_loss,light,2023-11-15
U006149,48,male,104.5,183.0,weight_loss,light,2023-03-20
U006150,31,female,56.9,167.0,weight_loss,sedentary,2023-02-13
U006151,28,male,80.4,187.0,muscle_gain,moderate,2022-08-28
U006152,43,female,82.7,155.0,muscle_gain,light,2023-03-13
U006153,59,male,77.9,172.0,muscle_gain,active,2022-10-19
U006154,44,female,72.3,170.0,maintenance,active,2023-02-13
U006155,28,female,94.8,178.0,muscle_gain,active,2022-12-21
U006156,55,male,85.4,184.0,maintenance,moderate,2022-07-17
U006157,51,female,59.5,160.0,muscle_gain,sedentary,2023-01-19
U006158,60,female,107.3,189.0,weight_loss,active,2023-09-18
U006159,36,female,103.8,179.0,muscle_gain,sedentary,2023-10-02
U006160,23,female,74.4,172.0,weight_loss,moderate,2022-08-03
U006161,63,male,68.5,159.0,maintenance,sedentary,2022-11-10
U006162,55,male,89.6,193.0,weight_loss,active,2023-04-17
U006163,59,female,57.4,165.0,muscle_gain,moderate,2023-09-05
U006164,45,male,82.3,,maintenance,light,2022-08-04
U006165,18,female,92.0,164.0,weight_loss,sedentary,2022-07-17
U006166,52,female,77.4,172.0,weight_loss,moderate,2023-09-08
U006167,57,female,108.5,177.0,weight_loss,sedentary,2022-07-23
U006168,25,male,94.5,191.0,weight_loss,moderate,2023-08-16
U006169,64,female,106.4,178.0,weight_loss,active,2022-10-15
U006170,24,female,104.9,186.0,muscle_gain,light,2023-08-26
U006171,28,male,62.2,187.0,maintenance,light,2023-09-29
U006172,56,female,91.8,192.0,muscle_gain,sedentary,2023-11-11
U006173,21,male,87.8,162.0,muscle_gain,light,2023-04-30
U006174,42,male,58.0,169.0,weight_loss,moderate,2023-10-23
U006175,29,male,72.5,192.0,weight_loss,active,2022-07-15
U006176,43,female,84.4,193.0,weight_loss,moderate,2022-12-18
U006177,55,female,85.1,186.0,maintenance,moderate,2023-04-24
U006178,63,female,99.8,194.0,weight_loss,light,2023-08-21
U006179,29,female,87.3,185.0,weight_loss,active,2022-07-10
U006180,60,female,80.7,158.0,weight_loss,active,2022-10-07
U006181,54,female,96.4,168.0,muscle_gain,light,2023-01-15
U006182,63,female,86.4,168.0,muscle_gain,moderate,2023-09-18
U006183,41,female,103.6,167.0,muscle_gain,sedentary,2022-10-01
U006184,33,female,104.8,185.0,maintenance,light,2023-02-01
U006185,30,female,88.2,172.0,muscle_gain,active,2023-07-23
U006186,42,female,86.0,174.0,weight_loss,moderate,2023-06-22
U006187,21,female,93.6,178.0,muscle_gain,sedentary,2022-08-23
U006188,28,male,94.9,170.0,weight_loss,moderate,2022-11-25
U006189,49,male,95.0,165.0,muscle_gain,active,2022-08-21
U006190,24,female,89.1,176.0,maintenance,moderate,2022-10-15
U006191,63,female,97.0,190.0,muscle_gain,sedentary,2023-10-29
U006192,28,male,62.9,170.0,muscle_gain,sedentary,2023-10-19
U006193,45,male,100.2,157.0,muscle_gain,sedentary,2023-05-18
U006194,58,female,72.1,168.0,muscle_gain,moderate,2023-02-21
U006195,40,female,103.7,189.0,maintenance,moderate,2023-05-13
U006196,62,female,62.3,173.0,weight_loss,sedentary,2023-02-23
U006197,40,female,55.2,165.0,weight_loss,moderate,2023-06-19
U006198,45,female,55.9,188.0,weight_loss,sedentary,2022-09-20
U006199,60,male,66.6,168.0,maintenance,active,2023-07-14
U006200,64,female,61.3,,weight_loss,light,2023-03-11
U006201,43,male,85.5,168.0,weight_loss,sedentary,2023-04-12
U006202,42,male,79.7,180.0,maintenance,active,2022-08-20
U006203,46,female,88.3,167.0,maintenance,active,2022-09-11
U006204,36,female,65.6,173.0,weight_loss,active,2023-11-26
U006205,50,male,96.5,168.0,muscle_gain,sedentary,2022-10-26
U006206,53,female,88.6,179.0,muscle_gain,sedentary,2022-12-09
U006207,31,male,67.2,165.0,muscle_gain,light,2023-01-17
U006208,31,male,76.9,189.0,maintenance,light,2023-02-05
U006209,52,female,94.5,188.0,muscle_gain,moderate,2023-03-10
U006210,47,female,92.4,194.0,maintenance,moderate,2022-10-28
U006211,45,female,85.9,158.0,maintenance,sedentary,2023-05-02
U006212,34,male,108.8,187.0,weight_loss,sedentary,2023-10-06
U006213,20,male,62.3,164.0,weight_loss,light,2023-05-04
U006214,33,male,81.9,192.0,maintenance,light,2023-09-17
U006215,63,female,89.3,177.0,weight_loss,active,2023-09-18
U006216,47,male,109.7,162.0,weight_loss,light,2023-02-15
U006217,46,female,84.8,193.0,weight_loss,sedentary,2023-02-04
U006218,62,female,79.3,166.0,muscle_gain,sedentary,2023-02-07
U006219,32,male,105.7,172.0,weight_loss,light,2022-11-09
U006220,63,female,82.9,157.0,muscle_gain,moderate,2022-07-27
U006221,42,male,106.7,158.0,muscle_gain,moderate,2022-08-08
U006222,55,female,96.3,175.0,weight_loss,moderate,2023-10-12
U006223,59,female,64.2,163.0,weight_loss,light,2022-08-16
U006224,64,male,64.2,182.0,muscle_gain,sedentary,2023-10-09
U006225,55,female,72.5,169.0,muscle_gain,moderate,2023-02-17
U006226,40,male,58.7,181.0,weight_loss,light,2022-10-29
U006227,42,female,84.8,158.0,weight_loss,moderate,2023-10-12
U006228,59,male,102.3,180.0,weight_loss,sedentary,2022-10-26
U006229,24,male,77.0,156.0,weight_loss,sedentary,2023-07-09
U006230,39,female,90.7,175.0,maintenance,active,2022-09-14
U006231,34,female,109.0,172.0,weight_loss,moderate,2023-03-03
U006232,35,male,65.7,156.0,muscle_gain,active,2022-09-08
U006233,58,male,74.7,161.0,muscle_gain,moderate,2023-06-09
U006234,27,male,56.4,174.0,weight_loss,active,2022-09-09
U006235,27,male,67.8,170.0,weight_loss,light,2023-05-06
U006236,24,female,97.9,168.0,maintenance,moderate,2023-07-20
U006237,55,female,91.1,186.0,weight_loss,light,2023-05-20
U006238,44,female,98.1,169.0,muscle_gain,light,2023-01-01
U006239,50,female,78.4,184.0,weight_loss,sedentary,2023-03-29
U006240,18,female,95.5,161.0,weight_loss,sedentary,2023-02-13
U006241,61,male,88.0,178.0,muscle_gain,active,2023-01-25
U006242,51,male,73.1,171.0,weight_loss,light,2023-04-04
U006243,21,female,77.7,171.0,weight_loss,active,2023-11-13
U006244,34,female,84.8,193.0,muscle_gain,light,2023-09-05
U006245,21,male,107.6,159.0,weight_loss,sedentary,2023-07-14
U006246,60,female,106.2,155.0,maintenance,moderate,2023-05-10
U006247,43,female,109.3,175.0,weight_loss,moderate,2023-09-20
U006248,21,male,55.9,184.0,muscle_gain,light,2023-01-20
U006249,18,female,94.4,158.0,muscle_gain,,2023-01-25
U006250,24,female,104.2,159.0,weight_loss,active,2022-12-19
U006251,47,female,95.7,175.0,maintenance,active,2022-12-12
U006252,26,female,77.9,174.0,weight_loss,moderate,2023-05-11
U006253,52,male,94.9,174.0,weight_loss,active,2023-11-13
U006254,25,female,79.4,,maintenance,active,2023-05-14
U006255,41,female,94.3,171.0,muscle_gain,light,2022-09-03
U006256,36,male,97.9,163.0,weight_loss,sedentary,2022-09-08
U006257,53,male,101.4,186.0,maintenance,moderate,2023-06-16
U006258,60,male,95.0,177.0,muscle_gain,light,2022-12-14
U006259,44,female,63.8,174.0,muscle_gain,sedentary,2023-08-03
U006260,49,male,106.5,163.0,maintenance,moderate,2023-11-07
U006261,31,male,66.7,,weight_loss,light,2022-11-16
U006262,35,female,74.7,171.0,muscle_gain,light,2023-04-03
U006263,45,male,78.6,174.0,weight_loss,moderate,2022-08-18
U006264,46,female,94.2,185.0,muscle_gain,light,2023-07-18
U006265,33,female,93.6,172.0,maintenance,active,2022-08-30
U006266,52,female,107.9,175.0,weight_loss,sedentary,2023-05-26
U006267,64,male,65.4,181.0,weight_loss,light,2023-11-22
U006268,48,female,79.8,180.0,weight_loss,light,2023-06-13
U006269,21,male,66.2,193.0,weight_loss,light,2022-10-10
U006270,54,male,92.0,169.0,muscle_gain,active,2022-10-22
U006271,34,female,66.7,185.0,maintenance,moderate,2023-06-30
U006272,56,female,102.7,173.0,maintenance,light,2023-06-26
U006273,63,male,109.1,194.0,weight_loss,moderate,2023-07-12
U006274,43,female,72.4,158.0,weight_loss,light,2022-09-27
U006275,56,male,95.7,191.0,weight_loss,light,2023-03-26
U006276,58,male,84.3,161.0,muscle_gain,moderate,2022-09-19
U006277,21,male,74.8,171.0,muscle_gain,sedentary,2022-12-11
U006278,47,male,65.5,164.0,maintenance,sedentary,2022-12-17
U006279,47,male,94.6,168.0,weight_loss,active,2023-10-13
U006280,39,male,63.7,172.0,maintenance,moderate,2022-07-23
U006281,28,female,70.4,163.0,weight_loss,light,2022-09-14
U006282,19,male,105.6,170.0,maintenance,light,2023-08-08
U006283,61,male,83.0,163.0,weight_loss,light,2023-09-25
U006284,29,female,102.0,165.0,maintenance,active,2023-07-02
U006285,47,female,97.2,181.0,weight_loss,active,2022-07-22
U006286,53,male,75.7,184.0,muscle_gain,active,2022-11-17
U006287,35,male,67.0,168.0,maintenance,active,2023-04-20
U006288,43,male,60.5,168.0,weight_loss,active,2022-11-01
U006289,24,female,107.8,183.0,weight_loss,light,2022-10-06
U006290,18,male,72.9,165.0,muscle_gain,moderate,2023-06-21
U006291,43,male,92.0,169.0,muscle_gain,moderate,2023-07-18
U006292,40,female,95.2,168.0,weight_loss,active,2022-11-24
U006293,43,female,65.9,181.0,maintenance,light,2023-05-03
U006294,62,female,93.2,157.0,weight_loss,moderate,2023-01-27
U006295,23,male,55.5,166.0,weight_loss,sedentary,2023-01-06
U006296,23,female,78.0,168.0,weight_loss,sedentary,2023-10-18
U006297,61,male,74.3,171.0,weight_loss,sedentary,2023-08-28
U006298,25,female,106.3,171.0,weight_loss,sedentary,2023-04-20
U006299,41,female,109.2,188.0,maintenance,sedentary,2023-08-16
U006300,39,male,70.8,184.0,maintenance,moderate,2022-08-22
U006301,36,male,88.6,177.0,weight_loss,light,2022-10-07
U006302,54,female,96.0,190.0,muscle_gain,active,2023-05-08
U006303,35,male,65.5,179.0,maintenance,light,2022-11-18
U006304,48,male,92.8,194.0,maintenance,moderate,2023-03-29
U006305,54,female,69.2,186.0,muscle_gain,light,2022-11-09
U006306,47,male,64.3,177.0,weight_loss,moderate,2023-03-13
U006307,59,male,101.8,170.0,weight_loss,moderate,2022-09-14
U006308,50,female,82.6,186.0,muscle_gain,sedentary,2023-05-25
U006309,27,male,71.3,164.0,maintenance,active,2022-10-08
U006310,54,male,77.3,188.0,weight_loss,sedentary,2023-11-04
U006311,29,male,77.7,187.0,muscle_gain,,2023-03-14
U006312,47,female,97.4,182.0,weight_loss,moderate,2022-10-23
U006313,44,male,103.8,161.0,muscle_gain,active,2023-09-12
U006314,56,male,81.2,194.0,weight_loss,active,2023-10-30
U006315,26,male,72.8,156.0,weight_loss,moderate,2023-06-26
U006316,38,male,95.0,189.0,muscle_gain,active,2022-12-04
U006317,29,male,104.8,161.0,weight_loss,moderate,2023-03-18
U006318,46,female,61.3,167.0,maintenance,moderate,2023-05-10
U006319,50,male,98.8,157.0,maintenance,moderate,2023-09-24
U006320,60,female,85.6,179.0,weight_loss,moderate,2022-10-29
U006321,32,male,102.7,161.0,weight_loss,light,2022-09-23
U006322,19,female,83.3,181.0,maintenance,active,2023-03-09
U006323,56,male,102.4,176.0,muscle_gain,light,2022-09-08
U006324,61,female,85.5,182.0,maintenance,light,2023-02-14
U006325,35,male,63.0,159.0,weight_loss,moderate,2023-11-18
U006326,20,male,55.3,156.0,weight_loss,light,2023-09-05
U006327,24,male,89.1,190.0,weight_loss,sedentary,2023-08-26
U006328,60,male,87.6,178.0,weight_loss,sedentary,2022-09-10
U006329,35,female,66.6,186.0,muscle_gain,active,2022-10-02
U006330,61,male,101.8,176.0,weight_loss,light,2023-08-22
U006331,55,male,102.7,160.0,weight_loss,sedentary,2022-09-30
U006332,54,male,99.2,177.0,weight_loss,active,2023-11-03
U006333,50,male,106.5,168.0,weight_loss,light,2023-07-28
U006334,61,female,82.9,169.0,weight_loss,moderate,2023-11-16
U006335,48,male,93.6,,weight_loss,active,2023-04-13
U006336,28,male,104.7,176.0,weight_loss,active,2023-11-07
U006337,21,male,80.1,178.0,muscle_gain,active,2022-08-19
U006338,35,male,89.0,168.0,weight_loss,active,2023-06-01
U006339,21,female,83.2,179.0,weight_loss,moderate,2022-12-07
U006340,51,male,109.1,181.0,weight_loss,active,2023-08-23
U006341,46,female,79.1,192.0,muscle_gain,moderate,2023-07-15
U006342,41,male,72.4,168.0,weight_loss,sedentary,2023-05-28
U006343,39,female,89.6,175.0,muscle_gain,moderate,2022-10-07
U006344,19,female,70.4,171.0,muscle_gain,moderate,2023-04-09
U006345,61,male,102.2,168.0,muscle_gain,moderate,2023-03-19
U006346,23,male,104.1,187.0,weight_loss,active,2023-05-13
U006347,59,male,74.0,163.0,maintenance,sedentary,2023-01-11
U006348,42,male,74.7,172.0,weight_loss,moderate,2022-08-17
U006349,38,female,59.8,165.0,weight_loss,active,2023-09-30
U006350,33,female,69.1,183.0,muscle_gain,light,2022-12-19
U006351,48,female,58.7,159.0,weight_loss,sedentary,2023-11-17
U006352,31,female,96.6,178.0,muscle_gain,active,2023-08-01
U006353,56,male,64.9,159.0,muscle_gain,light,2023-05-26
U006354,45,male,59.3,164.0,muscle_gain,light,2023-03-27
U006355,49,female,64.0,156.0,weight_loss,sedentary,2023-02-01
U006356,45,male,75.8,177.0,muscle_gain,light,2023-04-18
U006357,26,female,78.2,186.0,weight_loss,active,2023-09-03
U006358,62,female,104.4,155.0,weight_loss,light,2022-07-29
U006359,39,female,70.4,186.0,weight_loss,light,2022-09-13
U006360,49,male,94.5,172.0,weight_loss,light,2023-04-04
U006361,22,female,104.2,170.0,weight_loss,light,2023-02-05
U006362,40,female,102.1,170.0,muscle_gain,moderate,2023-02-23
U006363,22,female,65.9,191.0,weight_loss,moderate,2023-06-06
U006364,59,male,70.4,178.0,maintenance,sedentary,2023-06-09
U006365,49,male,58.0,173.0,weight_loss,moderate,2023-09-10
U006366,27,female,81.6,194.0,weight_loss,moderate,2022-09-30
U006367,56,male,77.3,155.0,weight_loss,light,2022-09-01
U006368,32,male,85.0,165.0,muscle_gain,sedentary,2023-07-23
U006369,24,male,80.2,194.0,maintenance,light,2022-11-14
U006370,46,male,95.5,173.0,muscle_gain,active,2022-10-03
U006371,64,female,91.8,159.0,maintenance,light,2022-12-15
U006372,20,female,78.6,175.0,muscle_gain,moderate,2023-10-17
U006373,36,female,57.1,174.0,weight_loss,sedentary,2023-07-10
U006374,27,female,73.9,172.0,muscle_gain,light,2023-11-18
U006375,45,male,72.8,188.0,weight_loss,moderate,2023-05-19
U006376,46,female,59.9,177.0,weight_loss,moderate,2023-11-07
U006377,32,male,71.7,173.0,weight_loss,active,2023-09-10
U006378,52,female,109.3,164.0,muscle_gain,moderate,2022-09-21
U006379,23,female,100.2,191.0,muscle_gain,light,2023-02-13
U006380,29,male,99.1,188.0,weight_loss,active,2022-10-29
U006381,64,female,101.4,175.0,maintenance,sedentary,2022-07-26
U006382,55,male,102.6,194.0,maintenance,active,2023-08-15
U006383,30,female,72.9,169.0,weight_loss,sedentary,2022-09-20
U006384,46,female,72.7,176.0,muscle_gain,light,2023-08-11
U006385,36,male,73.5,171.0,muscle_gain,active,2023-01-05
U006386,20,female,100.0,,muscle_gain,moderate,2023-08-09
U006387,25,male,98.9,179.0,muscle_gain,moderate,2022-12-21
U006388,25,male,55.9,176.0,weight_loss,light,2023-08-19
U006389,37,female,107.2,164.0,weight_loss,,2023-07-18
U006390,64,female,70.7,170.0,muscle_gain,active,2023-01-03
U006391,21,male,89.4,167.0,weight_loss,light,2023-05-07
U006392,38,female,90.2,189.0,muscle_gain,light,2023-03-15
U006393,20,female,61.2,184.0,weight_loss,moderate,2023-11-22
U006394,62,male,93.3,159.0,weight_loss,active,2022-09-16
U006395,25,male,84.3,193.0,muscle_gain,moderate,2022-10-29
U006396,40,female,88.6,160.0,weight_loss,active,2022-07-25
U006397,33,male,79.6,192.0,maintenance,light,2022-11-05
U006398,30,female,99.2,192.0,weight_loss,light,2022-12-18
U006399,20,female,89.9,174.0,weight_loss,sedentary,2023-11-28
U006400,26,female,65.6,193.0,weight_loss,moderate,2023-04-04
U006401,31,male,96.4,160.0,weight_loss,light,2022-08-23
U006402,30,male,82.6,159.0,weight_loss,active,2023-09-26
U006403,24,female,57.1,161.0,weight_loss,active,2023-01-05
U006404,32,male,76.7,169.0,muscle_gain,sedentary,2023-09-05
U006405,24,male,77.1,172.0,muscle_gain,active,2023-01-29
U006406,55,male,99.1,191.0,weight_loss,light,2022-10-18
U006407,51,male,67.9,181.0,muscle_gain,moderate,2023-11-28
U006408,58,male,79.9,177.0,muscle_gain,moderate,2023-08-10
U006409,39,female,58.0,183.0,weight_loss,moderate,2023-07-26
U006410,41,male,103.5,178.0,maintenance,,2023-01-25
U006411,54,male,79.4,179.0,weight_loss,active,2022-10-16
U006412,61,male,102.1,174.0,weight_loss,moderate,2022-08-07
U006413,18,female,92.2,175.0,muscle_gain,sedentary,2023-06-29
U006414,27,female,72.6,194.0,weight_loss,sedentary,2022-12-03
U006415,60,male,94.2,194.0,weight_loss,light,2022-07-25
U006416,33,female,80.8,156.0,muscle_gain,moderate,2022-12-04
U006417,63,male,73.8,174.0,muscle_gain,moderate,2023-01-07
U006418,25,female,91.7,165.0,muscle_gain,light,2023-07-15
U006419,42,female,97.6,156.0,maintenance,moderate,2023-04-30
U006420,29,male,92.9,169.0,weight_loss,light,2022-08-31
U006421,42,female,80.5,180.0,muscle_gain,moderate,2023-05-24
U006422,34,male,69.3,157.0,maintenance,active,2022-09-22
U006423,43,male,99.6,172.0,weight_loss,moderate,2023-06-07
U006424,63,female,74.1,174.0,maintenance,light,2023-04-11
U006425,31,female,88.7,178.0,weight_loss,light,2023-07-26
U006426,58,female,61.3,170.0,weight_loss,moderate,2023-08-13
U006427,53,male,95.7,177.0,weight_loss,sedentary,2023-04-08
U006428,40,male,107.4,193.0,muscle_gain,moderate,2023-07-01
U006429,60,male,79.7,164.0,muscle_gain,moderate,2022-12-21
U006430,23,female,85.2,176.0,muscle_gain,sedentary,2023-03-11
U006431,64,female,104.5,174.0,muscle_gain,sedentary,2022-10-06
U006432,22,female,98.7,164.0,weight_loss,light,2023-01-17
U006433,60,female,107.9,180.0,muscle_gain,active,2023-05-13
U006434,42,male,69.6,176.0,weight_loss,active,2023-02-06
U006435,35,female,80.8,166.0,weight_loss,active,2023-10-11
U006436,30,male,80.1,161.0,weight_loss,sedentary,2023-11-29
U006437,60,male,81.0,187.0,weight_loss,active,2023-03-16
U006438,31,male,105.2,172.0,weight_loss,moderate,2022-12-28
U006439,45,female,66.3,165.0,muscle_gain,sedentary,2022-07-26
U006440,35,female,104.2,166.0,weight_loss,moderate,2022-09-27
U006441,45,female,86.4,186.0,weight_loss,moderate,2022-09-29
U006442,44,female,84.5,190.0,muscle_gain,moderate,2023-05-25
U006443,49,female,77.9,190.0,weight_loss,light,2023-02-18
U006444,64,female,84.7,164.0,weight_loss,light,2023-01-05
U006445,26,female,99.2,192.0,maintenance,active,2023-02-01
U006446,57,female,82.1,191.0,weight_loss,active,2023-01-25
U006447,49,female,97.7,185.0,weight_loss,moderate,2023-07-11
U006448,37,female,77.9,157.0,maintenance,active,2023-07-03
U006449,45,female,65.1,193.0,weight_loss,moderate,2022-12-17
U006450,50,female,77.8,194.0,maintenance,sedentary,2023-10-08
U006451,21,female,94.8,166.0,muscle_gain,moderate,2023-03-31
U006452,63,female,101.8,170.0,muscle_gain,moderate,2023-10-31
U006453,51,male,97.4,183.0,muscle_gain,moderate,2023-06-13
U006454,20,male,75.6,155.0,weight_loss,sedentary,2022-07-14
U006455,43,male,86.9,182.0,muscle_gain,moderate,2023-07-14
U006456,25,female,74.8,162.0,weight_loss,active,2023-01-09
U006457,23,male,93.7,188.0,muscle_gain,light,2023-06-19
U006458,33,female,79.0,170.0,weight_loss,light,2022-09-17
U006459,41,female,97.1,194.0,muscle_gain,moderate,2023-07-14
U006460,56,male,55.7,180.0,weight_loss,moderate,2023-07-22
U006461,47,female,73.7,176.0,weight_loss,light,2023-01-01
U006462,62,female,103.3,179.0,weight_loss,moderate,2022-12-03
U006463,30,female,72.8,178.0,maintenance,active,2022-08-02
U006464,22,female,76.7,161.0,weight_loss,moderate,2022-09-02
U006465,42,male,98.5,175.0,weight_loss,moderate,2023-01-03
U006466,37,female,60.2,155.0,weight_loss,light,2023-07-03
U006467,35,male,72.2,156.0,muscle_gain,light,2023-08-28
U006468,64,male,97.6,171.0,maintenance,sedentary,2023-09-17
U006469,35,female,107.6,182.0,weight_loss,light,2023-03-13
U006470,19,male,98.1,173.0,muscle_gain,sedentary,2022-11-06
U006471,27,female,64.5,184.0,maintenance,light,2023-08-01
U006472,62,female,100.9,168.0,muscle_gain,moderate,2022-08-29
U006473,64,male,81.2,183.0,muscle_gain,moderate,2023-11-03
U006474,29,male,98.1,156.0,muscle_gain,moderate,2022-10-16
U006475,64,male,68.2,165.0,maintenance,moderate,2022-09-20
U006476,30,female,73.8,186.0,weight_loss,active,2022-10-18
U006477,64,male,104.6,189.0,weight_loss,sedentary,2022-10-14
U006478,28,male,105.1,163.0,maintenance,light,2023-01-29
U006479,36,male,70.7,188.0,maintenance,light,2023-05-10
U006480,52,female,59.6,163.0,maintenance,light,2022-12-29
U006481,56,female,106.1,163.0,weight_loss,light,2023-06-22
U006482,43,male,71.5,157.0,weight_loss,moderate,2022-12-19
U006483,63,male,61.6,181.0,muscle_gain,sedentary,2023-09-22
U006484,31,male,74.1,175.0,weight_loss,sedentary,2022-11-28
U006485,62,female,70.5,188.0,maintenance,active,2023-11-19
U006486,61,female,59.4,182.0,maintenance,light,2023-01-01
U006487,41,female,109.1,187.0,muscle_gain,sedentary,2023-03-23
U006488,58,female,71.2,189.0,maintenance,light,2022-07-10
U006489,18,female,70.0,194.0,muscle_gain,active,2023-07-04
U006490,60,male,78.1,,weight_loss,active,2023-07-23
U006491,39,male,77.8,185.0,weight_loss,moderate,2022-08-25
U006492,40,female,78.9,187.0,muscle_gain,moderate,2023-05-02
U006493,36,female,104.9,179.0,maintenance,sedentary,2023-05-09
U006494,35,male,58.3,176.0,weight_loss,light,2023-05-18
U006495,29,male,106.8,162.0,muscle_gain,moderate,2022-11-20
U006496,45,male,91.6,163.0,muscle_gain,moderate,2023-11-14
U006497,45,male,93.4,165.0,maintenance,active,2023-02-07
U006498,50,male,63.7,185.0,maintenance,light,2022-12-05
U006499,36,male,73.1,183.0,weight_loss,sedentary,2022-07-11
U006500,45,male,57.9,177.0,weight_loss,light,2023-02-13
U006501,54,male,90.9,191.0,weight_loss,moderate,2022-10-11
U006502,43,male,73.7,174.0,maintenance,sedentary,2023-08-27
U006503,52,male,85.3,,weight_loss,light,2023-06-10
U006504,51,male,96.4,163.0,weight_loss,moderate,2022-11-26
U006505,52,female,85.4,172.0,weight_loss,,2022-12-02
U006506,57,female,58.9,184.0,weight_loss,sedentary,2023-08-11
U006507,33,female,58.4,180.0,muscle_gain,moderate,2022-12-16
U006508,55,male,102.7,170.0,weight_loss,moderate,2023-03-04
U006509,30,male,69.4,174.0,weight_loss,moderate,2023-01-10
U006510,40,female,74.9,170.0,weight_loss,light,2022-10-27
U006511,39,female,67.0,178.0,weight_loss,light,2023-04-03
U006512,33,male,93.4,170.0,weight_loss,sedentary,2022-08-25
U006513,45,male,76.2,186.0,muscle_gain,light,2022-08-08
U006514,52,male,80.1,192.0,muscle_gain,light,2022-12-24
U006515,62,female,92.1,171.0,weight_loss,moderate,2023-06-02
U006516,63,male,89.3,190.0,maintenance,light,2023-03-18
U006517,25,male,97.6,178.0,weight_loss,active,2023-07-02
U006518,61,male,96.2,179.0,muscle_gain,moderate,2022-09-26
U006519,39,male,79.2,169.0,muscle_gain,active,2023-09-06
U006520,38,female,65.6,175.0,weight_loss,moderate,2022-09-28
U006521,43,female,67.3,,muscle_gain,light,2022-12-31
U006522,57,male,93.9,170.0,weight_loss,moderate,2022-09-10
U006523,38,female,69.4,173.0,maintenance,moderate,2023-02-20
U006524,42,female,79.2,174.0,weight_loss,active,2023-09-01
U006525,58,male,60.9,192.0,weight_loss,light,2023-07-05
U006526,18,female,61.7,159.0,maintenance,light,2023-10-14
U006527,23,male,68.7,169.0,maintenance,active,2023-04-05
U006528,40,male,59.7,194.0,muscle_gain,moderate,2023-09-28
U006529,40,female,70.1,164.0,muscle_gain,moderate,2022-11-18
U006530,60,male,86.3,165.0,maintenance,active,2023-07-23
U006531,60,male,96.0,188.0,weight_loss,active,2022-11-26
U006532,40,male,56.8,162.0,muscle_gain,moderate,2022-10-15
U006533,49,male,88.0,194.0,weight_loss,active,2023-02-19
U006534,47,female,75.0,178.0,muscle_gain,active,2022-11-07
U006535,30,male,67.5,188.0,weight_loss,active,2022-08-22
U006536,60,female,56.8,194.0,muscle_gain,sedentary,2023-08-31
U006537,35,female,72.9,175.0,weight_loss,active,2022-08-05
U006538,40,female,98.4,156.0,muscle_gain,active,2022-12-19
U006539,32,male,84.2,173.0,weight_loss,active,2022-08-29
U006540,50,female,97.7,168.0,weight_loss,light,2023-06-14
U006541,38,female,77.7,166.0,maintenance,light,2023-01-01
U006542,56,female,101.4,191.0,muscle_gain,light,2023-10-18
U006543,40,female,63.3,174.0,maintenance,active,2023-08-11
U006544,44,female,100.1,174.0,muscle_gain,sedentary,2023-06-04
U006545,62,female,81.2,185.0,weight_loss,moderate,2023-08-10
U006546,61,female,96.0,183.0,weight_loss,sedentary,2022-11-16
U006547,35,male,68.2,,weight_loss,moderate,2022-09-12
U006548,41,male,81.7,165.0,weight_loss,active,2023-06-28
U006549,64,female,95.3,172.0,maintenance,light,2023-05-01
U006550,57,female,81.6,164.0,muscle_gain,light,2022-10-25
U006551,59,male,80.2,172.0,weight_loss,light,2022-09-04
U006552,24,female,99.6,163.0,weight_loss,moderate,2023-06-16
U006553,37,female,63.9,160.0,muscle_gain,moderate,2023-05-26
U006554,44,male,81.1,166.0,weight_loss,active,2023-07-22
U006555,23,female,100.2,155.0,weight_loss,light,2023-02-06
U006556,44,female,101.5,,maintenance,moderate,2023-07-05
U006557,26,female,61.5,156.0,maintenance,sedentary,2023-04-09
U006558,62,female,101.8,162.0,weight_loss,moderate,2022-09-23
U006559,48,male,55.7,179.0,muscle_gain,light,2023-10-03
U006560,38,female,102.1,184.0,muscle_gain,light,2023-04-06
U006561,43,female,69.6,181.0,weight_loss,light,2023-11-05
U006562,57,male,86.8,167.0,weight_loss,moderate,2022-09-15
U006563,62,male,55.5,186.0,weight_loss,active,2023-01-12
U006564,30,female,95.2,160.0,maintenance,moderate,2023-02-07
U006565,40,female,78.7,174.0,maintenance,light,2023-02-08
